string,dom_number,dom_x,dom_y,dom_z
91.0,107.0,47.415034,-56.960709400000006,-472.9914731
93.0,81.0,14.238209399999999,-80.438716,-394.9914731
21.0,44.0,443.43,-194.25,-215.22
29.0,39.0,371.56,-92.18,-145.21
29.0,41.0,371.56,-92.18,-179.25
30.0,20.0,500.43,-58.45,178.46
30.0,21.0,500.43,-58.45,161.44
87.0,33.0,26.880580899999998,-31.19125,-251.07466200000002
87.0,41.0,26.956667,-31.1151639,-274.785338
87.0,42.0,26.831633,-31.2430406,-277.9914731
87.0,47.0,27.081701,-31.2430406,-292.9914731
89.0,32.0,89.415034,-58.946959400000004,-247.8685269
89.0,33.0,89.29,-58.9226639,-250.785338
89.0,33.0,89.2382094,-59.123784,-250.9914731
92.0,56.0,18.164966,-51.1055406,-319.8685269
92.0,75.0,18.164966,-51.1055406,-376.8685269
92.0,75.0,18.2382094,-51.178784,-376.8685269
87.0,69.0,27.0084576,-31.066216,-358.9914731
89.0,86.0,89.415034,-58.946959400000004,-409.8685269
92.0,89.0,18.29,-51.1298361,-418.785338
92.0,89.0,18.3417906,-51.178784,-418.9914731
92.0,93.0,18.29,-51.1298361,-431.074662
92.0,94.0,18.29,-51.05375,-434.177
93.0,104.0,14.415033999999999,-80.6155406,-463.9914731
88.0,95.0,62.498299,-35.1119594,-436.9914731
89.0,3.0,89.3660861,-58.99875,522.925338
89.0,8.0,89.34179060000001,-58.873716,348.0085269
89.0,93.0,89.164966,-58.946959400000004,-430.9914731
89.0,99.0,89.21391390000001,-58.99875,-448.785338
89.0,99.0,89.164966,-58.946959400000004,-448.9914731
90.0,89.0,57.29,-83.7610861,-419.074662
26.0,8.0,1.71,-150.63,378.11
35.0,3.0,-77.8,-54.33,468.66
79.0,19.0,31.25,-72.93,-215.2
80.0,15.0,72.37,-66.6,-187.86
80.0,16.0,72.37,-66.6,-194.87
83.0,11.0,113.19,-60.47,-161.1
83.0,21.0,113.19,-60.47,-231.19
88.0,26.0,62.623333,-35.0876639,-229.785338
88.0,28.0,62.623333,-35.16375,-236.17700000000002
88.0,31.0,62.623333,-35.16375,-244.683
88.0,32.0,62.6751236,-35.288784,-247.8685269
88.0,45.0,62.623333,-35.2398361,-286.785338
88.0,63.0,62.498299,-35.1119594,-340.8685269
89.0,22.0,89.29,-58.99875,-218.17700000000002
89.0,23.0,89.34179060000001,-59.123784,-220.9914731
89.0,25.0,89.29,-58.99875,-226.683
89.0,26.0,89.2382094,-59.123784,-229.8685269
89.0,26.0,89.415034,-58.946959400000004,-229.9914731
89.0,29.0,89.29,-59.0748361,-238.785338
89.0,30.0,89.415034,-59.0505406,-241.9914731
89.0,41.0,89.2382094,-59.123784,-274.9914731
90.0,23.0,57.415034,-83.7367906,-220.8685269
90.0,26.0,57.3660861,-83.685,-229.785338
90.0,30.0,57.415034,-83.7367906,-241.9914731
90.0,38.0,57.29,-83.7610861,-265.785338
90.0,40.0,57.29,-83.685,-271.683
90.0,75.0,57.415034,-83.7367906,-376.8685269
91.0,14.0,47.2382094,-57.137534,148.1314731
91.0,14.0,47.341790599999996,-56.887466,148.0085269
91.0,14.0,47.415034,-57.0642906,148.0085269
91.0,28.0,47.29,-57.0125,-236.17700000000002
91.0,39.0,47.341790599999996,-56.887466,-268.8685269
91.0,53.0,47.164966,-56.960709400000006,-310.9914731
92.0,12.0,18.164966,-51.001959400000004,248.1314731
92.0,14.0,18.164966,-51.1055406,148.0085269
59.0,16.0,505.27,257.88,250.92
65.0,31.0,174.47,315.54,2.12
66.0,25.0,303.41,335.64,104.46
66.0,27.0,303.41,335.64,70.42
67.0,18.0,429.76,351.02,216.79
67.0,20.0,429.76,351.02,182.75
70.0,48.0,-145.45,374.24,-297.89
74.0,22.0,338.44,463.72,148.29
74.0,29.0,338.44,463.72,29.14
76.0,52.0,-224.09,470.86,-365.63
76.0,53.0,-224.09,470.86,-382.65
77.0,46.0,-101.06,490.22,-264.45
81.0,54.0,41.6,35.49,-459.27
87.0,27.0,26.956667,-31.2673361,-233.07466200000002
87.0,42.0,26.880580899999998,-31.19125,-277.785338
87.0,50.0,26.956667,-31.2673361,-301.785338
87.0,99.0,26.831633,-31.1394594,-448.9914731
87.0,102.0,27.0327531,-31.19125,-458.074662
88.0,62.0,62.748367,-35.1119594,-337.9914731
89.0,56.0,89.29,-58.9226639,-320.074662
89.0,61.0,89.29,-58.99875,-334.683
89.0,62.0,89.2382094,-59.123784,-337.9914731
89.0,99.0,89.415034,-59.0505406,-448.8685269
90.0,29.0,57.164966,-83.6332094,-238.9914731
91.0,26.0,47.341790599999996,-57.137534,-229.8685269
91.0,47.0,47.3660861,-57.0125,-292.785338
92.0,47.0,18.415034,-51.1055406,-292.9914731
92.0,54.0,18.415034,-51.001959400000004,-313.8685269
93.0,53.0,14.29,-80.6398361,-311.074662
87.0,93.0,26.956667,-31.1151639,-430.785338
90.0,95.0,57.415034,-83.6332094,-436.8685269
92.0,57.0,18.29,-51.1298361,-323.074662
92.0,65.0,18.3417906,-51.178784,-346.8685269
93.0,101.0,14.415033999999999,-80.5119594,-454.9914731
93.0,102.0,14.3417906,-80.438716,-457.8685269
89.0,53.0,89.415034,-58.946959400000004,-310.8685269
89.0,56.0,89.2382094,-58.873716,-319.9914731
89.0,71.0,89.34179060000001,-58.873716,-364.9914731
92.0,83.0,18.29,-50.9776639,-401.074662
93.0,71.0,14.415033999999999,-80.6155406,-364.8685269
93.0,92.0,14.164966,-80.5119594,-427.8685269
87.0,54.0,26.880580899999998,-31.19125,-314.074662
87.0,80.0,27.081701,-31.2430406,-391.9914731
87.0,110.0,27.081701,-31.1394594,-481.8685269
88.0,93.0,62.6751236,-35.038716,-430.9914731
88.0,108.0,62.623333,-35.16375,-475.683
89.0,33.0,89.34179060000001,-58.873716,-250.9914731
89.0,41.0,89.29,-58.9226639,-274.785338
89.0,101.0,89.415034,-58.946959400000004,-454.8685269
90.0,80.0,57.415034,-83.7367906,-391.9914731
91.0,33.0,47.2139139,-57.0125,-250.785338
92.0,69.0,18.3660861,-51.05375,-358.785338
93.0,50.0,14.164966,-80.6155406,-301.8685269
93.0,56.0,14.3417906,-80.438716,-319.8685269
93.0,68.0,14.415033999999999,-80.5119594,-355.8685269
93.0,69.0,14.238209399999999,-80.688784,-358.8685269
92.0,21.0,18.29,-51.1298361,-214.785338
92.0,23.0,18.415034,-51.1055406,-220.8685269
87.0,38.0,27.081701,-31.2430406,-265.9914731
90.0,30.0,57.164966,-83.6332094,-241.9914731
90.0,32.0,57.29,-83.6089139,-247.785338
90.0,32.0,57.415034,-83.6332094,-247.9914731
93.0,29.0,14.3417906,-80.438716,-238.9914731
88.0,62.0,62.571542400000006,-35.038716,-337.8685269
88.0,95.0,62.6994191,-35.16375,-436.785338
89.0,93.0,89.415034,-58.946959400000004,-430.8685269
90.0,89.0,57.2139139,-83.685,-418.785338
92.0,89.0,18.3417906,-51.178784,-418.8685269
93.0,78.0,14.238209399999999,-80.688784,-385.8685269
88.0,38.0,62.571542400000006,-35.038716,-265.9914731
88.0,41.0,62.571542400000006,-35.288784,-274.8685269
88.0,63.0,62.6751236,-35.288784,-340.9914731
88.0,74.0,62.623333,-35.0876639,-374.074662
89.0,45.0,89.164966,-58.946959400000004,-286.8685269
90.0,26.0,57.29,-83.7610861,-229.785338
90.0,41.0,57.341790599999996,-83.810034,-274.9914731
91.0,66.0,47.415034,-56.960709400000006,-349.9914731
91.0,71.0,47.415034,-57.0642906,-364.9914731
87.0,38.0,26.831633,-31.2430406,-265.8685269
87.0,51.0,27.081701,-31.2430406,-304.8685269
92.0,35.0,18.213913899999998,-51.05375,-257.074662
93.0,59.0,14.238209399999999,-80.688784,-328.9914731
93.0,77.0,14.2139139,-80.56375,-382.785338
93.0,80.0,14.2139139,-80.56375,-392.074662
93.0,98.0,14.2139139,-80.56375,-445.785338
88.0,32.0,62.748367,-35.2155406,-247.8685269
89.0,35.0,89.34179060000001,-59.123784,-256.9914731
89.0,44.0,89.2382094,-58.873716,-283.9914731
89.0,74.0,89.29,-58.9226639,-374.074662
90.0,59.0,57.2139139,-83.685,-328.785338
90.0,65.0,57.29,-83.6089139,-347.074662
92.0,33.0,18.415034,-51.001959400000004,-250.8685269
17.0,40.0,-43.27,-267.52,-163.68
26.0,31.0,1.71,-150.63,-13.37
26.0,34.0,1.71,-150.63,-64.43
26.0,36.0,1.71,-150.63,-98.47
26.0,41.0,1.71,-150.63,-183.58
26.0,50.0,1.71,-150.63,-336.76
27.0,13.0,124.97,-131.25,289.41
34.0,52.0,-200.55,-74.03,-344.63
35.0,51.0,-77.8,-54.33,-348.33
79.0,23.0,31.25,-72.93,-243.23
85.0,12.0,-9.68,-79.5,-163.42
87.0,23.0,26.9048764,-31.316284,-220.9914731
88.0,23.0,62.571542400000006,-35.288784,-220.9914731
90.0,21.0,57.164966,-83.6332094,-214.8685269
90.0,26.0,57.2382094,-83.810034,-229.9914731
91.0,30.0,47.164966,-56.960709400000006,-241.9914731
91.0,35.0,47.29,-56.936413900000005,-257.074662
91.0,71.0,47.29,-56.936413900000005,-365.074662
91.0,80.0,47.341790599999996,-57.137534,-391.8685269
91.0,86.0,47.341790599999996,-57.137534,-409.9914731
92.0,32.0,18.164966,-51.001959400000004,-247.8685269
92.0,56.0,18.415034,-51.1055406,-319.8685269
93.0,32.0,14.164966,-80.5119594,-247.8685269
93.0,38.0,14.164966,-80.5119594,-265.9914731
93.0,39.0,14.164966,-80.5119594,-268.8685269
93.0,57.0,14.164966,-80.5119594,-322.8685269
93.0,98.0,14.238209399999999,-80.438716,-445.8685269
35.0,1.0,-77.8,-54.33,502.7
35.0,2.0,-77.8,-54.33,485.68
35.0,4.0,-77.8,-54.33,451.64
35.0,5.0,-77.8,-54.33,434.62
35.0,6.0,-77.8,-54.33,417.6
35.0,8.0,-77.8,-54.33,383.56
35.0,14.0,-77.8,-54.33,281.43
35.0,46.0,-77.8,-54.33,-263.23
43.0,48.0,-279.53,23.17,-297.37
44.0,5.0,-156.23,43.37,432.75
44.0,40.0,-156.23,43.37,-162.97
44.0,46.0,-156.23,43.37,-265.1
44.0,52.0,-156.23,43.37,-367.22
45.0,15.0,-32.96,62.44,257.52
88.0,27.0,62.748367,-35.2155406,-232.8685269
88.0,32.0,62.571542400000006,-35.038716,-247.8685269
89.0,73.0,89.29,-58.99875,-370.683
90.0,29.0,57.341790599999996,-83.810034,-238.9914731
92.0,26.0,18.29,-50.9776639,-230.07466200000002
92.0,87.0,18.29,-50.9776639,-412.785338
92.0,105.0,18.29,-50.9776639,-467.074662
93.0,34.0,14.29,-80.56375,-254.17700000000002
93.0,70.0,14.29,-80.56375,-362.177
87.0,63.0,26.831633,-31.2430406,-340.8685269
88.0,51.0,62.498299,-35.1119594,-304.8685269
89.0,3.0,89.415034,-59.0505406,523.1314731
89.0,3.0,89.29,-59.0748361,522.925338
90.0,36.0,57.29,-83.685,-259.683
90.0,59.0,57.341790599999996,-83.559966,-328.8685269
92.0,42.0,18.2382094,-50.928716,-277.9914731
92.0,50.0,18.213913899999998,-51.05375,-301.785338
92.0,66.0,18.164966,-51.001959400000004,-349.9914731
93.0,45.0,14.415033999999999,-80.6155406,-286.8685269
93.0,62.0,14.2139139,-80.56375,-337.785338
93.0,74.0,14.164966,-80.6155406,-373.8685269
88.0,99.0,62.623333,-35.0876639,-448.785338
88.0,101.0,62.571542400000006,-35.288784,-454.8685269
89.0,63.0,89.164966,-58.946959400000004,-340.8685269
89.0,69.0,89.34179060000001,-58.873716,-358.8685269
90.0,98.0,57.29,-83.7610861,-445.785338
88.0,38.0,62.623333,-35.0876639,-266.074662
88.0,42.0,62.498299,-35.1119594,-277.9914731
89.0,32.0,89.34179060000001,-58.873716,-247.9914731
90.0,50.0,57.164966,-83.7367906,-301.9914731
92.0,92.0,18.29,-51.1298361,-428.074662
93.0,78.0,14.238209399999999,-80.438716,-385.9914731
87.0,35.0,26.9048764,-31.316284,-256.9914731
88.0,21.0,62.748367,-35.2155406,-214.8685269
90.0,27.0,57.2139139,-83.685,-232.785338
90.0,29.0,57.341790599999996,-83.559966,-238.8685269
90.0,51.0,57.415034,-83.6332094,-304.9914731
90.0,59.0,57.341790599999996,-83.559966,-328.9914731
91.0,66.0,47.341790599999996,-57.137534,-349.9914731
91.0,67.0,47.29,-57.0125,-352.683
90.0,89.0,57.2382094,-83.810034,-418.9914731
90.0,91.0,57.29,-83.685,-424.683
15.0,2.0,-290.66,-307.38,487.0
15.0,7.0,-290.66,-307.38,401.9
15.0,8.0,-290.66,-307.38,384.88
15.0,9.0,-290.66,-307.38,367.86
15.0,10.0,-290.66,-307.38,350.84
15.0,11.0,-290.66,-307.38,333.82
15.0,15.0,-290.66,-307.38,265.73
16.0,15.0,-166.4,-287.79,259.24
24.0,19.0,-245.65,-190.49,195.11
24.0,21.0,-245.65,-190.49,161.07
24.0,22.0,-245.65,-190.49,144.05
25.0,20.0,-121.77,-171.03,178.88
25.0,25.0,-121.77,-171.03,93.78
25.0,29.0,-121.77,-171.03,25.69
26.0,25.0,1.71,-150.63,88.76
34.0,26.0,-200.55,-74.03,97.91
34.0,29.0,-200.55,-74.03,46.84
34.0,34.0,-200.55,-74.03,-38.26
34.0,43.0,-200.55,-74.03,-191.45
35.0,39.0,-77.8,-54.33,-144.08
44.0,43.0,-156.23,43.37,-214.04
45.0,47.0,-32.96,62.44,-287.14
45.0,53.0,-32.96,62.44,-389.26
45.0,54.0,-32.96,62.44,-406.29
80.0,43.0,72.37,-66.6,-384.1
85.0,40.0,-9.68,-79.5,-359.66
86.0,15.0,-10.97,6.72,-185.03
86.0,17.0,-10.97,6.72,-199.05
86.0,35.0,-10.97,6.72,-325.21
86.0,39.0,-10.97,6.72,-353.24
86.0,56.0,-10.97,6.72,-472.39
87.0,21.0,26.9048764,-31.316284,-214.8685269
87.0,32.0,26.831633,-31.2430406,-247.8685269
87.0,51.0,26.9048764,-31.066216,-304.8685269
87.0,78.0,26.831633,-31.1394594,-385.9914731
87.0,80.0,27.0084576,-31.066216,-391.8685269
88.0,32.0,62.6751236,-35.038716,-247.8685269
88.0,63.0,62.623333,-35.2398361,-340.785338
88.0,77.0,62.623333,-35.2398361,-382.785338
88.0,77.0,62.498299,-35.2155406,-382.9914731
89.0,59.0,89.415034,-58.946959400000004,-328.8685269
91.0,34.0,47.29,-57.0125,-253.683
91.0,35.0,47.2139139,-57.0125,-257.074662
91.0,66.0,47.2139139,-57.0125,-350.074662
92.0,21.0,18.415034,-51.001959400000004,-214.9914731
92.0,39.0,18.29,-51.1298361,-269.074662
92.0,43.0,18.29,-51.05375,-280.683
92.0,57.0,18.213913899999998,-51.05375,-322.785338
92.0,59.0,18.213913899999998,-51.05375,-328.785338
92.0,62.0,18.3417906,-50.928716,-337.8685269
92.0,71.0,18.164966,-51.001959400000004,-364.8685269
92.0,93.0,18.2382094,-51.178784,-430.8685269
93.0,47.0,14.238209399999999,-80.438716,-292.8685269
93.0,57.0,14.164966,-80.6155406,-322.9914731
93.0,59.0,14.415033999999999,-80.5119594,-328.9914731
24.0,40.0,-245.65,-190.49,-161.95
24.0,41.0,-245.65,-190.49,-178.97
25.0,44.0,-121.77,-171.03,-229.62
33.0,29.0,-324.39,-93.43,23.55
33.0,34.0,-324.39,-93.43,-61.55
33.0,35.0,-324.39,-93.43,-78.57
42.0,28.0,-403.14,3.49,42.24
79.0,44.0,31.25,-72.93,-390.41
90.0,71.0,57.341790599999996,-83.810034,-364.8685269
91.0,45.0,47.29,-57.0885861,-286.785338
91.0,45.0,47.341790599999996,-57.137534,-286.8685269
91.0,50.0,47.341790599999996,-56.887466,-301.8685269
92.0,56.0,18.415034,-51.1055406,-319.9914731
20.0,26.0,326.85,-209.07,72.91
21.0,5.0,443.7,-194.02,448.59
21.0,9.0,443.89,-194.04,380.51
21.0,10.0,443.93,-194.08,363.49
21.0,16.0,443.84,-194.31,261.36
29.0,13.0,371.56,-92.18,297.33
29.0,19.0,371.56,-92.18,195.21
87.0,20.0,27.0084576,-31.066216,-101.8685269
87.0,23.0,27.081701,-31.1394594,-220.8685269
87.0,28.0,26.956667,-31.19125,-235.683
87.0,35.0,26.831633,-31.1394594,-256.9914731
87.0,83.0,27.0084576,-31.316284,-400.8685269
88.0,89.0,62.498299,-35.1119594,-418.8685269
90.0,33.0,57.341790599999996,-83.810034,-250.9914731
90.0,35.0,57.415034,-83.7367906,-256.8685269
90.0,38.0,57.415034,-83.7367906,-265.8685269
91.0,65.0,47.341790599999996,-57.137534,-346.8685269
91.0,68.0,47.3660861,-57.0125,-355.785338
91.0,68.0,47.29,-56.936413900000005,-355.785338
91.0,102.0,47.341790599999996,-57.137534,-457.9914731
93.0,68.0,14.2139139,-80.56375,-356.074662
93.0,71.0,14.164966,-80.6155406,-364.8685269
1.0,40.0,-256.14,-521.08,-167.78
1.0,41.0,-256.14,-521.08,-184.8
1.0,42.0,-256.14,-521.08,-201.82
1.0,43.0,-256.14,-521.08,-218.84
2.0,54.0,-132.8,-501.45,-402.03
8.0,41.0,-211.35,-404.48,-182.2
9.0,44.0,-88.05,-384.3,-231.88
9.0,51.0,-88.05,-384.3,-351.02
79.0,49.0,31.25,-72.93,-425.45
79.0,50.0,31.25,-72.93,-432.46
79.0,59.0,31.25,-72.93,-495.54
87.0,77.0,27.081701,-31.2430406,-382.9914731
89.0,33.0,89.29,-59.0748361,-250.785338
89.0,47.0,89.415034,-59.0505406,-292.9914731
89.0,66.0,89.34179060000001,-59.123784,-349.9914731
89.0,80.0,89.34179060000001,-58.873716,-391.8685269
89.0,81.0,89.415034,-59.0505406,-394.9914731
90.0,105.0,57.341790599999996,-83.559966,-466.8685269
88.0,102.0,62.748367,-35.1119594,-457.8685269
88.0,107.0,62.748367,-35.2155406,-472.9914731
89.0,81.0,89.34179060000001,-59.123784,-394.9914731
90.0,68.0,57.341790599999996,-83.559966,-355.9914731
90.0,98.0,57.29,-83.7610861,-446.074662
92.0,107.0,18.213913899999998,-51.05375,-472.785338
88.0,47.0,62.623333,-35.0876639,-293.074662
89.0,43.0,89.29,-58.99875,-280.683
89.0,57.0,89.3660861,-58.99875,-323.074662
89.0,66.0,89.2382094,-58.873716,-349.8685269
89.0,74.0,89.21391390000001,-58.99875,-373.785338
90.0,80.0,57.29,-83.7610861,-392.074662
93.0,71.0,14.3417906,-80.688784,-364.8685269
34.0,48.0,-200.55,-74.03,-276.55
34.0,50.0,-200.55,-74.03,-310.59
34.0,54.0,-200.55,-74.03,-378.68
35.0,49.0,-77.8,-54.33,-314.29
35.0,50.0,-77.8,-54.33,-331.31
35.0,52.0,-77.8,-54.33,-365.35
35.0,54.0,-77.8,-54.33,-399.4
42.0,44.0,-403.14,3.49,-230.09
43.0,55.0,-279.53,23.17,-416.51
51.0,42.0,-481.6,101.39,-195.8
52.0,38.0,-358.44,120.56,-131.7
52.0,42.0,-358.44,120.56,-199.79
52.0,43.0,-358.44,120.56,-216.81
53.0,47.0,-234.95,140.44,-282.89
60.0,39.0,-437.04,217.8,-145.32
60.0,41.0,-437.04,217.8,-179.36
79.0,46.0,31.25,-72.93,-404.43
81.0,30.0,41.6,35.49,-291.06
85.0,28.0,-9.68,-79.5,-275.56
85.0,38.0,-9.68,-79.5,-345.64
86.0,20.0,-10.97,6.72,-220.08
87.0,41.0,27.0327531,-31.19125,-275.074662
87.0,57.0,27.0327531,-31.19125,-322.785338
87.0,59.0,27.0327531,-31.19125,-329.074662
87.0,75.0,26.9048764,-31.316284,-376.8685269
87.0,75.0,27.081701,-31.2430406,-376.9914731
87.0,78.0,26.831633,-31.2430406,-385.8685269
88.0,50.0,62.6751236,-35.038716,-301.8685269
88.0,57.0,62.547246900000005,-35.16375,-322.785338
88.0,62.0,62.498299,-35.2155406,-337.8685269
89.0,23.0,89.164966,-58.946959400000004,-220.9914731
89.0,62.0,89.29,-59.0748361,-338.074662
89.0,75.0,89.164966,-58.946959400000004,-376.9914731
89.0,78.0,89.415034,-58.946959400000004,-385.9914731
89.0,83.0,89.21391390000001,-58.99875,-400.785338
90.0,29.0,57.415034,-83.6332094,-238.9914731
90.0,82.0,57.29,-83.685,-397.683
91.0,45.0,47.164966,-56.960709400000006,-286.8685269
91.0,69.0,47.164966,-56.960709400000006,-358.8685269
91.0,102.0,47.341790599999996,-56.887466,-457.9914731
92.0,37.0,18.29,-51.05375,-262.683
92.0,50.0,18.415034,-51.1055406,-301.9914731
92.0,57.0,18.3660861,-51.05375,-323.074662
92.0,69.0,18.213913899999998,-51.05375,-359.074662
92.0,83.0,18.164966,-51.001959400000004,-400.8685269
92.0,83.0,18.164966,-51.1055406,-400.9914731
93.0,26.0,14.366086099999999,-80.56375,-230.07466200000002
93.0,42.0,14.2139139,-80.56375,-278.074662
93.0,51.0,14.238209399999999,-80.438716,-304.9914731
93.0,56.0,14.164966,-80.6155406,-319.9914731
93.0,62.0,14.164966,-80.5119594,-337.9914731
93.0,67.0,14.29,-80.56375,-353.177
93.0,71.0,14.2139139,-80.56375,-365.074662
93.0,94.0,14.29,-80.56375,-434.177
93.0,97.0,14.29,-80.56375,-443.177
93.0,98.0,14.3417906,-80.688784,-445.8685269
23.0,10.0,-368.93,-210.23,347.35
23.0,11.0,-368.93,-210.23,330.33
23.0,17.0,-368.93,-210.23,228.2
23.0,18.0,-368.93,-210.23,211.18
23.0,19.0,-368.93,-210.23,194.16
23.0,20.0,-368.93,-210.23,177.14
23.0,22.0,-368.93,-210.23,143.1
23.0,23.0,-368.93,-210.23,126.08
23.0,24.0,-368.93,-210.23,109.06
32.0,1.0,-447.74,-113.13,500.67
32.0,2.0,-447.74,-113.13,483.65
32.0,3.0,-447.74,-113.13,466.63
32.0,4.0,-447.74,-113.13,449.61
32.0,7.0,-447.74,-113.13,398.55
88.0,71.0,62.6994191,-35.16375,-365.074662
90.0,59.0,57.29,-83.7610861,-328.785338
91.0,39.0,47.3660861,-57.0125,-268.785338
91.0,39.0,47.415034,-56.960709400000006,-268.8685269
92.0,56.0,18.29,-50.9776639,-320.074662
92.0,59.0,18.2382094,-51.178784,-328.8685269
92.0,65.0,18.164966,-51.001959400000004,-346.9914731
92.0,74.0,18.29,-50.9776639,-373.785338
24.0,36.0,-245.65,-190.49,-93.99
24.0,37.0,-245.65,-190.49,-110.88
35.0,18.0,-77.8,-54.33,213.35
37.0,27.0,194.34,-30.92,61.56
46.0,31.0,90.49,82.35,-8.96
46.0,35.0,90.49,82.35,-77.04
57.0,43.0,257.31,211.66,-210.45
85.0,4.0,-9.68,-79.5,160.98
87.0,14.0,26.9048764,-31.316284,148.0085269
87.0,16.0,26.831633,-31.1394594,98.1314731
88.0,14.0,62.6751236,-35.038716,148.1314731
89.0,95.0,89.29,-58.9226639,-437.074662
89.0,97.0,89.29,-58.99875,-442.683
91.0,77.0,47.3660861,-57.0125,-382.785338
92.0,14.0,18.415034,-51.1055406,148.1314731
92.0,14.0,18.2382094,-50.928716,148.0085269
93.0,10.0,14.164966,-80.5119594,298.1314731
93.0,14.0,14.3417906,-80.438716,148.1314731
93.0,14.0,14.164966,-80.5119594,148.0085269
33.0,47.0,-324.39,-93.43,-282.82
43.0,39.0,-279.53,23.17,-144.18
43.0,44.0,-279.53,23.17,-229.29
43.0,46.0,-279.53,23.17,-263.33
44.0,35.0,-156.23,43.37,-77.87
44.0,36.0,-156.23,43.37,-94.89
54.0,22.0,-111.51,159.98,143.1
54.0,28.0,-111.51,159.98,40.97
55.0,17.0,11.87,179.19,230.01
55.0,18.0,11.87,179.19,212.99
55.0,20.0,11.87,179.19,178.95
55.0,30.0,11.87,179.19,8.74
65.0,7.0,174.47,315.54,410.62
65.0,8.0,174.47,315.54,393.6
65.0,11.0,174.47,315.54,342.54
87.0,103.0,26.956667,-31.19125,-461.177
88.0,39.0,62.748367,-35.1119594,-268.9914731
90.0,53.0,57.2382094,-83.810034,-310.8685269
90.0,57.0,57.415034,-83.7367906,-322.9914731
90.0,59.0,57.29,-83.6089139,-328.785338
90.0,68.0,57.2382094,-83.810034,-355.9914731
91.0,22.0,47.29,-57.0125,-218.17700000000002
91.0,53.0,47.415034,-57.0642906,-310.8685269
91.0,56.0,47.2382094,-57.137534,-319.9914731
91.0,98.0,47.341790599999996,-57.137534,-445.8685269
92.0,53.0,18.415034,-51.1055406,-310.9914731
93.0,38.0,14.164966,-80.6155406,-265.8685269
93.0,74.0,14.29,-80.4876639,-373.785338
26.0,51.0,1.71,-150.63,-353.78
28.0,43.0,248.15,-111.87,-216.84
37.0,39.0,194.34,-30.92,-142.69
37.0,41.0,194.34,-30.92,-176.74
37.0,46.0,194.34,-30.92,-261.84
37.0,47.0,194.34,-30.92,-278.86
38.0,39.0,292.9,5.2,-155.38
39.0,33.0,411.81,13.0,-42.93
39.0,35.0,411.81,13.0,-76.97
39.0,36.0,411.81,13.0,-93.99
40.0,28.0,544.07,55.89,43.23
40.0,31.0,544.07,55.89,-7.84
81.0,44.0,41.6,35.49,-389.18
82.0,19.0,106.94,27.09,-216.83
82.0,26.0,106.94,27.09,-265.89
82.0,33.0,106.94,27.09,-314.95
82.0,38.0,106.94,27.09,-349.99
87.0,27.0,26.831633,-31.1394594,-232.9914731
87.0,39.0,26.956667,-31.2673361,-268.785338
87.0,41.0,27.0084576,-31.066216,-274.8685269
87.0,47.0,27.0084576,-31.066216,-292.8685269
87.0,68.0,27.081701,-31.1394594,-355.9914731
88.0,21.0,62.6751236,-35.038716,-214.9914731
88.0,44.0,62.623333,-35.0876639,-284.074662
88.0,54.0,62.748367,-35.2155406,-313.9914731
89.0,54.0,89.34179060000001,-58.873716,-313.8685269
89.0,73.0,89.29,-58.99875,-371.177
93.0,39.0,14.415033999999999,-80.5119594,-268.8685269
70.0,50.0,-145.45,374.24,-331.93
71.0,48.0,-21.97,393.24,-300.16
71.0,51.0,-21.97,393.24,-351.22
76.0,50.0,-224.09,470.86,-331.59
77.0,45.0,-101.06,490.22,-247.43
87.0,107.0,26.831633,-31.2430406,-472.9914731
89.0,98.0,89.164966,-58.946959400000004,-445.8685269
45.0,2.0,-32.96,62.44,478.79
45.0,7.0,-32.96,62.44,393.69
45.0,8.0,-32.96,62.44,376.67
45.0,9.0,-32.96,62.44,359.65
45.0,11.0,-32.96,62.44,325.61
45.0,14.0,-32.96,62.44,274.54
45.0,16.0,-32.96,62.44,240.5
45.0,27.0,-32.96,62.44,53.28
55.0,24.0,11.87,179.19,110.87
55.0,27.0,11.87,179.19,59.8
55.0,31.0,11.87,179.19,-8.28
55.0,32.0,11.87,179.19,-25.3
55.0,44.0,11.87,179.19,-229.55
63.0,28.0,-66.7,276.92,38.26
63.0,31.0,-66.7,276.92,-12.8
63.0,41.0,-66.7,276.92,-183.01
64.0,46.0,54.26,292.97,-241.38
64.0,49.0,54.26,292.97,-292.44
72.0,40.0,101.04,412.79,-159.39
87.0,101.0,27.0084576,-31.316284,-454.8685269
90.0,68.0,57.164966,-83.6332094,-355.9914731
90.0,69.0,57.3660861,-83.685,-358.785338
91.0,87.0,47.2139139,-57.0125,-412.785338
92.0,54.0,18.2382094,-51.178784,-313.8685269
93.0,84.0,14.29,-80.56375,-404.177
93.0,90.0,14.3417906,-80.688784,-421.8685269
93.0,110.0,14.164966,-80.5119594,-481.9914731
48.0,40.0,330.03,127.2,-162.94
48.0,43.0,330.03,127.2,-214.01
49.0,31.0,472.05,127.9,-6.35
49.0,32.0,472.05,127.9,-23.37
49.0,33.0,472.05,127.9,-40.39
49.0,35.0,472.05,127.9,-74.43
50.0,20.0,576.37,170.92,170.65
50.0,21.0,576.37,170.92,153.63
50.0,22.0,576.37,170.92,136.61
50.0,24.0,576.37,170.92,102.57
59.0,30.0,505.27,257.88,12.63
87.0,63.0,27.0327531,-31.19125,-341.074662
